Area Name,Date,Daily Cases,Mobility % change
"Alexander, North Carolina",3/7/2020,,0.54
"Alexander, North Carolina",3/8/2020,,-0.03
"Alexander, North Carolina",3/9/2020,,0.19
"Alexander, North Carolina",3/10/2020,,0.22
"Alexander, North Carolina",3/11/2020,,0.15
"Alexander, North Carolina",3/12/2020,,0.18
"Alexander, North Carolina",3/13/2020,,0.33
"Alexander, North Carolina",3/14/2020,,0.2
"Alexander, North Carolina",3/15/2020,,-0.19
"Alexander, North Carolina",3/16/2020,,0.02
"Alexander, North Carolina",3/17/2020,,-0.01
"Alexander, North Carolina",3/18/2020,,-0.03
"Alexander, North Carolina",3/19/2020,,0.04
"Alexander, North Carolina",3/20/2020,,0.15
"Alexander, North Carolina",3/21/2020,,-0.01
"Alexander, North Carolina",3/22/2020,,-0.3
"Alexander, North Carolina",3/23/2020,,-0.2
"Alexander, North Carolina",3/24/2020,,-0.12
"Alexander, North Carolina",3/25/2020,,-0.08
"Alexander, North Carolina",3/26/2020,,-0.11
"Alexander, North Carolina",3/27/2020,,0.19
"Alexander, North Carolina",3/28/2020,,0
"Alexander, North Carolina",3/29/2020,,-0.23
"Alexander, North Carolina",3/30/2020,1,-0.11
"Alexander, North Carolina",3/31/2020,1,-0.25
"Alexander, North Carolina",4/1/2020,0,-0.17
"Alexander, North Carolina",4/2/2020,0,-0.18
"Alexander, North Carolina",4/3/2020,0,-0.07
"Alexander, North Carolina",4/4/2020,0,-0.19
"Alexander, North Carolina",4/5/2020,0,-0.28
"Alexander, North Carolina",4/6/2020,0,-0.09
"Alexander, North Carolina",4/7/2020,0,-0.09
"Alexander, North Carolina",4/8/2020,0,-0.08
"Alexander, North Carolina",4/9/2020,0,0.05
"Alexander, North Carolina",4/10/2020,0,0.01
"Alexander, North Carolina",4/11/2020,0,-0.13
"Alexander, North Carolina",4/12/2020,0,-0.51
"Alexander, North Carolina",4/13/2020,0,0.04
"Alexander, North Carolina",4/14/2020,1,-0.04
"Alexander, North Carolina",4/15/2020,0,0.06
"Alexander, North Carolina",4/16/2020,0,0.08
"Alexander, North Carolina",4/17/2020,0,0.31
"Alexander, North Carolina",4/18/2020,0,0.14
"Alexander, North Carolina",4/19/2020,0,-0.21
"Alexander, North Carolina",4/20/2020,0,0.05
"Alexander, North Carolina",4/21/2020,0,0.07
"Alexander, North Carolina",4/22/2020,0,0.19
"Alexander, North Carolina",4/23/2020,1,-0.07
"Alexander, North Carolina",4/24/2020,0,0.26
"Alexander, North Carolina",4/25/2020,0,0.09
"Alexander, North Carolina",4/26/2020,0,-0.12
"Alexander, North Carolina",4/27/2020,0,0.14
"Alexander, North Carolina",4/28/2020,0,0.25
"Alexander, North Carolina",4/29/2020,0,0.1
"Alexander, North Carolina",4/30/2020,0,0.2
"Alexander, North Carolina",5/1/2020,0,0.48
"Alexander, North Carolina",5/2/2020,0,0.36
"Alexander, North Carolina",5/3/2020,0,0.22
"Alexander, North Carolina",5/4/2020,0,0.32
"Alexander, North Carolina",5/5/2020,1,0.07
"Alexander, North Carolina",5/6/2020,1,0.21
"Alexander, North Carolina",5/7/2020,2,0.38
"Alexander, North Carolina",5/8/2020,0,0.47
"Alexander, North Carolina",5/9/2020,2,0.47
"Alexander, North Carolina",5/10/2020,2,0.09
"Alexander, North Carolina",5/11/2020,0,
"Alexander, North Carolina",5/12/2020,1,
"Alexander, North Carolina",5/13/2020,1,0.34
"Alexander, North Carolina",5/14/2020,1,0.43
"Alexander, North Carolina",5/15/2020,0,0.55
"Alexander, North Carolina",5/16/2020,3,0.74
"Alexander, North Carolina",5/17/2020,3,0.22
"Alexander, North Carolina",5/18/2020,0,0.38
"Alexander, North Carolina",5/19/2020,0,0.22
"Alexander, North Carolina",5/20/2020,2,0.32
"Alexander, North Carolina",5/21/2020,0,0.43
"Alexander, North Carolina",5/22/2020,0,0.7
"Alexander, North Carolina",5/23/2020,4,0.54
"Alexander, North Carolina",5/24/2020,0,0.22
"Alexander, North Carolina",5/25/2020,0,0.23
"Alexander, North Carolina",5/26/2020,0,0.43
"Alexander, North Carolina",5/27/2020,1,0.33
"Alexander, North Carolina",5/28/2020,2,0.45
"Alexander, North Carolina",5/29/2020,0,0.59
"Alexander, North Carolina",5/30/2020,3,0.75
"Alexander, North Carolina",5/31/2020,0,0.41
"Alexander, North Carolina",6/1/2020,2,0.55
"Alexander, North Carolina",6/2/2020,3,0.61
"Alexander, North Carolina",6/3/2020,0,0.49
"Alexander, North Carolina",6/4/2020,0,0.53
"Alexander, North Carolina",6/5/2020,0,0.77
"Alexander, North Carolina",6/6/2020,5,0.78
"Alexander, North Carolina",6/7/2020,0,0.4
"Alexander, North Carolina",6/8/2020,0,0.59
"Alexander, North Carolina",6/9/2020,0,0.57
"Alexander, North Carolina",6/10/2020,0,0.55
"Alexander, North Carolina",6/11/2020,0,0.7
"Alexander, North Carolina",6/12/2020,3,0.88
"Alexander, North Carolina",6/13/2020,2,0.76
"Alexander, North Carolina",6/14/2020,1,0.4
"Alexander, North Carolina",6/15/2020,1,0.47
"Alexander, North Carolina",6/16/2020,0,0.45
"Alexander, North Carolina",6/17/2020,1,0.45
"Alexander, North Carolina",6/18/2020,5,0.52
"Alexander, North Carolina",6/19/2020,3,0.72
"Alexander, North Carolina",6/20/2020,1,0.81
"Alexander, North Carolina",6/21/2020,5,0.4
"Alexander, North Carolina",6/22/2020,1,0.7
"Alexander, North Carolina",6/23/2020,2,0.65
"Alexander, North Carolina",6/24/2020,5,0.64
"Alexander, North Carolina",6/25/2020,3,0.76
"Alexander, North Carolina",6/26/2020,3,0.95
"Alexander, North Carolina",6/27/2020,5,0.71
"Alexander, North Carolina",6/28/2020,0,0.4
"Alexander, North Carolina",6/29/2020,3,0.65
"Alexander, North Carolina",6/30/2020,4,0.5
"Alexander, North Carolina",7/1/2020,2,0.7
"Alexander, North Carolina",7/2/2020,8,0.72
"Alexander, North Carolina",7/3/2020,4,0.81
"Alexander, North Carolina",7/4/2020,7,0.68
"Alexander, North Carolina",7/5/2020,6,0.4
"Alexander, North Carolina",7/6/2020,6,0.74
"Alexander, North Carolina",7/7/2020,10,0.56
"Alexander, North Carolina",7/8/2020,4,0.71
"Alexander, North Carolina",7/9/2020,2,0.81
"Alexander, North Carolina",7/10/2020,9,0.88
"Alexander, North Carolina",7/11/2020,7,0.8
"Alexander, North Carolina",7/12/2020,7,0.48
"Alexander, North Carolina",7/13/2020,11,0.64
"Alexander, North Carolina",7/14/2020,9,0.71
"Alexander, North Carolina",7/15/2020,3,0.77
"Alexander, North Carolina",7/16/2020,7,0.78
"Alexander, North Carolina",7/17/2020,4,0.87
"Alexander, North Carolina",7/18/2020,13,0.95
"Alexander, North Carolina",7/19/2020,3,0.51
"Alexander, North Carolina",7/20/2020,3,0.61
"Alexander, North Carolina",7/21/2020,5,0.66
"Alexander, North Carolina",7/22/2020,4,0.72
"Alexander, North Carolina",7/23/2020,10,0.77
"Alexander, North Carolina",7/24/2020,5,0.9
"Alexander, North Carolina",7/25/2020,10,0.8
"Alexander, North Carolina",7/26/2020,3,0.53
"Alexander, North Carolina",7/27/2020,3,0.69
"Alexander, North Carolina",7/28/2020,2,0.64
"Alexander, North Carolina",7/29/2020,0,0.61
"Alexander, North Carolina",7/30/2020,1,0.66
"Alexander, North Carolina",7/31/2020,3,0.9
"Alexander, North Carolina",8/1/2020,3,0.93
"Alexander, North Carolina",8/2/2020,5,0.52
"Alexander, North Carolina",8/3/2020,1,0.58
"Alexander, North Carolina",8/4/2020,3,0.74
"Alexander, North Carolina",8/5/2020,4,0.74
"Alexander, North Carolina",8/6/2020,6,0.81
"Alexander, North Carolina",8/7/2020,4,0.86
"Alexander, North Carolina",8/8/2020,7,0.88
"Alexander, North Carolina",8/9/2020,4,0.51
"Alexander, North Carolina",8/10/2020,4,0.77
"Alexander, North Carolina",8/11/2020,9,0.7
"Alexander, North Carolina",8/12/2020,2,0.63
"Alexander, North Carolina",8/13/2020,9,0.63
"Alexander, North Carolina",8/14/2020,4,0.73
"Alexander, North Carolina",8/15/2020,5,0.57
"Alexander, North Carolina",8/16/2020,6,0.51
"Alexander, North Carolina",8/17/2020,4,0.5
"Alexander, North Carolina",8/18/2020,4,0.52
"Alexander, North Carolina",8/19/2020,5,0.46
"Alexander, North Carolina",8/20/2020,3,0.6
"Alexander, North Carolina",8/21/2020,4,0.62
"Alexander, North Carolina",8/22/2020,4,0.82
"Alexander, North Carolina",8/23/2020,4,0.45
"Alexander, North Carolina",8/24/2020,3,0.54
"Alexander, North Carolina",8/25/2020,5,0.61
"Alexander, North Carolina",8/26/2020,4,0.47
"Alexander, North Carolina",8/27/2020,5,0.5
"Alexander, North Carolina",8/28/2020,3,0.83
"Alexander, North Carolina",8/29/2020,10,0.68
"Alexander, North Carolina",8/30/2020,1,0.29
"Alexander, North Carolina",8/31/2020,4,0.31
"Alexander, North Carolina",9/1/2020,8,0.66
"Alexander, North Carolina",9/2/2020,5,0.67
"Alexander, North Carolina",9/3/2020,13,0.74
"Alexander, North Carolina",9/4/2020,6,0.89
"Alexander, North Carolina",9/5/2020,0,0.83
"Alexander, North Carolina",9/6/2020,6,0.56
"Alexander, North Carolina",9/7/2020,3,0.54
"Alexander, North Carolina",9/8/2020,4,0.61
"Alexander, North Carolina",9/9/2020,,0.43
"Alexander, North Carolina",9/10/2020,,0.58
"Alexander, North Carolina",9/11/2020,,0.78
"Alexander, North Carolina",9/12/2020,,0.81
"Alexander, North Carolina",9/13/2020,,0.4
"Anderson, Tennessee",3/7/2020,,0.4
"Anderson, Tennessee",3/8/2020,,0.05
"Anderson, Tennessee",3/9/2020,,0.31
"Anderson, Tennessee",3/10/2020,,0.18
"Anderson, Tennessee",3/11/2020,,0.22
"Anderson, Tennessee",3/12/2020,,0.24
"Anderson, Tennessee",3/13/2020,,0.34
"Anderson, Tennessee",3/14/2020,,0.13
"Anderson, Tennessee",3/15/2020,,-0.14
"Anderson, Tennessee",3/16/2020,,-0.02
"Anderson, Tennessee",3/17/2020,,-0.09
"Anderson, Tennessee",3/18/2020,,-0.02
"Anderson, Tennessee",3/19/2020,,-0.01
"Anderson, Tennessee",3/20/2020,1,0.02
"Anderson, Tennessee",3/21/2020,0,-0.14
"Anderson, Tennessee",3/22/2020,0,-0.36
"Anderson, Tennessee",3/23/2020,0,-0.3
"Anderson, Tennessee",3/24/2020,0,-0.34
"Anderson, Tennessee",3/25/2020,2,-0.27
"Anderson, Tennessee",3/26/2020,0,-0.15
"Anderson, Tennessee",3/27/2020,1,-0.02
"Anderson, Tennessee",3/28/2020,1,-0.16
"Anderson, Tennessee",3/29/2020,1,-0.36
"Anderson, Tennessee",3/30/2020,3,-0.2
"Anderson, Tennessee",3/31/2020,1,-0.35
"Anderson, Tennessee",4/1/2020,0,-0.25
"Anderson, Tennessee",4/2/2020,0,-0.22
"Anderson, Tennessee",4/3/2020,0,-0.16
"Anderson, Tennessee",4/4/2020,0,-0.24
"Anderson, Tennessee",4/5/2020,0,-0.42
"Anderson, Tennessee",4/6/2020,0,-0.27
"Anderson, Tennessee",4/7/2020,1,-0.26
"Anderson, Tennessee",4/8/2020,0,-0.24
"Anderson, Tennessee",4/9/2020,0,-0.22
"Anderson, Tennessee",4/10/2020,0,-0.12
"Anderson, Tennessee",4/11/2020,1,-0.17
"Anderson, Tennessee",4/12/2020,0,-0.6
"Anderson, Tennessee",4/13/2020,3,-0.21
"Anderson, Tennessee",4/14/2020,0,-0.16
"Anderson, Tennessee",4/15/2020,1,-0.06
"Anderson, Tennessee",4/16/2020,0,-0.05
"Anderson, Tennessee",4/17/2020,0,0.04
"Anderson, Tennessee",4/18/2020,0,-0.05
"Anderson, Tennessee",4/19/2020,0,-0.32
"Anderson, Tennessee",4/20/2020,0,-0.06
"Anderson, Tennessee",4/21/2020,5,-0.04
"Anderson, Tennessee",4/22/2020,1,0.01
"Anderson, Tennessee",4/23/2020,1,-0.08
"Anderson, Tennessee",4/24/2020,1,0.09
"Anderson, Tennessee",4/25/2020,0,-0.11
"Anderson, Tennessee",4/26/2020,1,-0.25
"Anderson, Tennessee",4/27/2020,0,0
"Anderson, Tennessee",4/28/2020,0,-0.01
"Anderson, Tennessee",4/29/2020,2,-0.04
"Anderson, Tennessee",4/30/2020,1,0.01
"Anderson, Tennessee",5/1/2020,0,0.33
"Anderson, Tennessee",5/2/2020,0,0.24
"Anderson, Tennessee",5/3/2020,0,-0.01
"Anderson, Tennessee",5/4/2020,2,0.11
"Anderson, Tennessee",5/5/2020,0,0.07
"Anderson, Tennessee",5/6/2020,0,0.14
"Anderson, Tennessee",5/7/2020,1,0.23
"Anderson, Tennessee",5/8/2020,0,0.26
"Anderson, Tennessee",5/9/2020,0,0.22
"Anderson, Tennessee",5/10/2020,0,0
"Anderson, Tennessee",5/11/2020,2,
"Anderson, Tennessee",5/12/2020,1,
"Anderson, Tennessee",5/13/2020,1,0.26
"Anderson, Tennessee",5/14/2020,0,0.5
"Anderson, Tennessee",5/15/2020,1,0.64
"Anderson, Tennessee",5/16/2020,0,0.54
"Anderson, Tennessee",5/17/2020,0,0.32
"Anderson, Tennessee",5/18/2020,1,0.35
"Anderson, Tennessee",5/19/2020,0,0.34
"Anderson, Tennessee",5/20/2020,0,0.42
"Anderson, Tennessee",5/21/2020,0,0.72
"Anderson, Tennessee",5/22/2020,0,0.72
"Anderson, Tennessee",5/23/2020,2,0.54
"Anderson, Tennessee",5/24/2020,0,0.37
"Anderson, Tennessee",5/25/2020,0,0.41
"Anderson, Tennessee",5/26/2020,1,0.47
"Anderson, Tennessee",5/27/2020,0,0.52
"Anderson, Tennessee",5/28/2020,0,0.54
"Anderson, Tennessee",5/29/2020,0,0.82
"Anderson, Tennessee",5/30/2020,0,0.72
"Anderson, Tennessee",5/31/2020,0,0.34
"Anderson, Tennessee",6/1/2020,0,0.71
"Anderson, Tennessee",6/2/2020,1,0.53
"Anderson, Tennessee",6/3/2020,0,0.53
"Anderson, Tennessee",6/4/2020,1,0.68
"Anderson, Tennessee",6/5/2020,0,0.88
"Anderson, Tennessee",6/6/2020,3,0.75
"Anderson, Tennessee",6/7/2020,2,0.37
"Anderson, Tennessee",6/8/2020,1,0.59
"Anderson, Tennessee",6/9/2020,2,0.51
"Anderson, Tennessee",6/10/2020,4,0.59
"Anderson, Tennessee",6/11/2020,1,0.78
"Anderson, Tennessee",6/12/2020,4,0.97
"Anderson, Tennessee",6/13/2020,1,0.83
"Anderson, Tennessee",6/14/2020,0,0.5
"Anderson, Tennessee",6/15/2020,0,0.61
"Anderson, Tennessee",6/16/2020,5,0.57
"Anderson, Tennessee",6/17/2020,1,0.6
"Anderson, Tennessee",6/18/2020,3,0.74
"Anderson, Tennessee",6/19/2020,5,1.03
"Anderson, Tennessee",6/20/2020,0,0.89
"Anderson, Tennessee",6/21/2020,0,0.37
"Anderson, Tennessee",6/22/2020,1,0.84
"Anderson, Tennessee",6/23/2020,3,0.55
"Anderson, Tennessee",6/24/2020,1,0.74
"Anderson, Tennessee",6/25/2020,2,0.82
"Anderson, Tennessee",6/26/2020,8,1.1
"Anderson, Tennessee",6/27/2020,1,0.94
"Anderson, Tennessee",6/28/2020,0,0.51
"Anderson, Tennessee",6/29/2020,7,0.68
"Anderson, Tennessee",6/30/2020,5,0.61
"Anderson, Tennessee",7/1/2020,2,0.63
"Anderson, Tennessee",7/2/2020,1,0.93
"Anderson, Tennessee",7/3/2020,11,0.94
"Anderson, Tennessee",7/4/2020,18,0.57
"Anderson, Tennessee",7/5/2020,8,0.63
"Anderson, Tennessee",7/6/2020,2,0.81
"Anderson, Tennessee",7/7/2020,0,0.68
"Anderson, Tennessee",7/8/2020,22,0.67
"Anderson, Tennessee",7/9/2020,12,0.76
"Anderson, Tennessee",7/10/2020,11,1.02
"Anderson, Tennessee",7/11/2020,6,0.94
"Anderson, Tennessee",7/12/2020,5,0.42
"Anderson, Tennessee",7/13/2020,11,0.69
"Anderson, Tennessee",7/14/2020,8,0.68
"Anderson, Tennessee",7/15/2020,17,0.66
"Anderson, Tennessee",7/16/2020,16,0.77
"Anderson, Tennessee",7/17/2020,13,1.49
"Anderson, Tennessee",7/18/2020,12,0.9
"Anderson, Tennessee",7/19/2020,12,0.51
"Anderson, Tennessee",7/20/2020,11,0.71
"Anderson, Tennessee",7/21/2020,27,0.64
"Anderson, Tennessee",7/22/2020,8,0.64
"Anderson, Tennessee",7/23/2020,39,0.73
"Anderson, Tennessee",7/24/2020,15,0.96
"Anderson, Tennessee",7/25/2020,7,0.81
"Anderson, Tennessee",7/26/2020,34,0.45
"Anderson, Tennessee",7/27/2020,39,0.67
"Anderson, Tennessee",7/28/2020,31,0.63
"Anderson, Tennessee",7/29/2020,36,0.69
"Anderson, Tennessee",7/30/2020,14,0.74
"Anderson, Tennessee",7/31/2020,21,0.9
"Anderson, Tennessee",8/1/2020,12,0.89
"Anderson, Tennessee",8/2/2020,16,0.43
"Anderson, Tennessee",8/3/2020,8,0.58
"Anderson, Tennessee",8/4/2020,23,0.62
"Anderson, Tennessee",8/5/2020,7,0.65
"Anderson, Tennessee",8/6/2020,14,0.69
"Anderson, Tennessee",8/7/2020,17,0.99
"Anderson, Tennessee",8/8/2020,8,0.91
"Anderson, Tennessee",8/9/2020,8,0.46
"Anderson, Tennessee",8/10/2020,9,0.57
"Anderson, Tennessee",8/11/2020,5,0.58
"Anderson, Tennessee",8/12/2020,13,0.67
"Anderson, Tennessee",8/13/2020,11,0.67
"Anderson, Tennessee",8/14/2020,21,0.9
"Anderson, Tennessee",8/15/2020,11,0.59
"Anderson, Tennessee",8/16/2020,5,0.37
"Anderson, Tennessee",8/17/2020,13,0.56
"Anderson, Tennessee",8/18/2020,6,0.59
"Anderson, Tennessee",8/19/2020,21,0.56
"Anderson, Tennessee",8/20/2020,9,0.63
"Anderson, Tennessee",8/21/2020,8,0.83
"Anderson, Tennessee",8/22/2020,12,0.67
"Anderson, Tennessee",8/23/2020,8,0.36
"Anderson, Tennessee",8/24/2020,3,0.56
"Anderson, Tennessee",8/25/2020,2,0.56
"Anderson, Tennessee",8/26/2020,6,0.49
"Anderson, Tennessee",8/27/2020,4,0.71
"Anderson, Tennessee",8/28/2020,0,0.79
"Anderson, Tennessee",8/29/2020,6,0.58
"Anderson, Tennessee",8/30/2020,5,0.23
"Anderson, Tennessee",8/31/2020,12,0.47
"Anderson, Tennessee",9/1/2020,5,0.54
"Anderson, Tennessee",9/2/2020,9,0.55
"Anderson, Tennessee",9/3/2020,27,0.73
"Anderson, Tennessee",9/4/2020,5,1.16
"Anderson, Tennessee",9/5/2020,16,0.78
"Anderson, Tennessee",9/6/2020,13,0.44
"Anderson, Tennessee",9/7/2020,3,0.6
"Anderson, Tennessee",9/8/2020,5,0.53
"Anderson, Tennessee",9/9/2020,,0.59
"Anderson, Tennessee",9/10/2020,,0.75
"Anderson, Tennessee",9/11/2020,,0.83
"Anderson, Tennessee",9/12/2020,,0.72
"Anderson, Tennessee",9/13/2020,,0.29
"Bay, Florida",3/7/2020,,0.83
"Bay, Florida",3/8/2020,,0.56
"Bay, Florida",3/9/2020,,0.89
"Bay, Florida",3/10/2020,,0.99
"Bay, Florida",3/11/2020,,1
"Bay, Florida",3/12/2020,,0.95
"Bay, Florida",3/13/2020,,1.16
"Bay, Florida",3/14/2020,,1.37
"Bay, Florida",3/15/2020,,0.96
"Bay, Florida",3/16/2020,,1.04
"Bay, Florida",3/17/2020,,0.89
"Bay, Florida",3/18/2020,,0.73
"Bay, Florida",3/19/2020,,0.63
"Bay, Florida",3/20/2020,,0.51
"Bay, Florida",3/21/2020,1,0.03
"Bay, Florida",3/22/2020,0,-0.35
"Bay, Florida",3/23/2020,0,-0.21
"Bay, Florida",3/24/2020,0,-0.22
"Bay, Florida",3/25/2020,2,-0.26
"Bay, Florida",3/26/2020,0,-0.24
"Bay, Florida",3/27/2020,1,-0.21
"Bay, Florida",3/28/2020,1,-0.4
"Bay, Florida",3/29/2020,1,-0.52
"Bay, Florida",3/30/2020,0,-0.34
"Bay, Florida",3/31/2020,2,-0.36
"Bay, Florida",4/1/2020,5,-0.31
"Bay, Florida",4/2/2020,2,-0.32
"Bay, Florida",4/3/2020,3,-0.39
"Bay, Florida",4/4/2020,5,-0.53
"Bay, Florida",4/5/2020,1,-0.6
"Bay, Florida",4/6/2020,0,-0.41
"Bay, Florida",4/7/2020,1,-0.38
"Bay, Florida",4/8/2020,3,-0.36
"Bay, Florida",4/9/2020,6,-0.34
"Bay, Florida",4/10/2020,2,-0.3
"Bay, Florida",4/11/2020,0,-0.46
"Bay, Florida",4/12/2020,1,-0.63
"Bay, Florida",4/13/2020,2,-0.34
"Bay, Florida",4/14/2020,0,-0.33
"Bay, Florida",4/15/2020,0,-0.29
"Bay, Florida",4/16/2020,3,-0.26
"Bay, Florida",4/17/2020,1,-0.2
"Bay, Florida",4/18/2020,5,-0.36
"Bay, Florida",4/19/2020,7,-0.5
"Bay, Florida",4/20/2020,2,-0.27
"Bay, Florida",4/21/2020,1,-0.22
"Bay, Florida",4/22/2020,1,-0.21
"Bay, Florida",4/23/2020,1,-0.26
"Bay, Florida",4/24/2020,3,-0.05
"Bay, Florida",4/25/2020,0,-0.16
"Bay, Florida",4/26/2020,2,-0.31
"Bay, Florida",4/27/2020,3,-0.11
"Bay, Florida",4/28/2020,2,-0.08
"Bay, Florida",4/29/2020,0,-0.1
"Bay, Florida",4/30/2020,2,-0.01
"Bay, Florida",5/1/2020,0,0.17
"Bay, Florida",5/2/2020,3,0.22
"Bay, Florida",5/3/2020,1,0.05
"Bay, Florida",5/4/2020,0,0.2
"Bay, Florida",5/5/2020,0,0.24
"Bay, Florida",5/6/2020,0,0.32
"Bay, Florida",5/7/2020,0,0.43
"Bay, Florida",5/8/2020,0,0.67
"Bay, Florida",5/9/2020,0,0.69
"Bay, Florida",5/10/2020,0,0.32
"Bay, Florida",5/11/2020,0,
"Bay, Florida",5/12/2020,1,
"Bay, Florida",5/13/2020,0,0.63
"Bay, Florida",5/14/2020,1,0.75
"Bay, Florida",5/15/2020,2,1.18
"Bay, Florida",5/16/2020,3,1.36
"Bay, Florida",5/17/2020,1,0.87
"Bay, Florida",5/18/2020,1,0.78
"Bay, Florida",5/19/2020,1,0.8
"Bay, Florida",5/20/2020,0,0.83
"Bay, Florida",5/21/2020,1,1.08
"Bay, Florida",5/22/2020,5,1.98
"Bay, Florida",5/23/2020,2,2.75
"Bay, Florida",5/24/2020,1,2.45
"Bay, Florida",5/25/2020,2,1.9
"Bay, Florida",5/26/2020,0,1.38
"Bay, Florida",5/27/2020,0,1.27
"Bay, Florida",5/28/2020,0,1.46
"Bay, Florida",5/29/2020,1,1.98
"Bay, Florida",5/30/2020,0,2.55
"Bay, Florida",5/31/2020,0,1.78
"Bay, Florida",6/1/2020,2,1.43
"Bay, Florida",6/2/2020,0,1.34
"Bay, Florida",6/3/2020,5,1.38
"Bay, Florida",6/4/2020,6,1.63
"Bay, Florida",6/5/2020,4,2.09
"Bay, Florida",6/6/2020,8,2.2
"Bay, Florida",6/7/2020,7,1.38
"Bay, Florida",6/8/2020,2,1.44
"Bay, Florida",6/9/2020,1,1.46
"Bay, Florida",6/10/2020,2,1.57
"Bay, Florida",6/11/2020,0,1.86
"Bay, Florida",6/12/2020,4,2.67
"Bay, Florida",6/13/2020,2,3.32
"Bay, Florida",6/14/2020,4,2.36
"Bay, Florida",6/15/2020,8,2.17
"Bay, Florida",6/16/2020,4,2.08
"Bay, Florida",6/17/2020,4,2.24
"Bay, Florida",6/18/2020,6,2.49
"Bay, Florida",6/19/2020,8,2.88
"Bay, Florida",6/20/2020,13,3.32
"Bay, Florida",6/21/2020,2,2.25
"Bay, Florida",6/22/2020,15,2.38
"Bay, Florida",6/23/2020,25,2.27
"Bay, Florida",6/24/2020,10,2.31
"Bay, Florida",6/25/2020,8,2.53
"Bay, Florida",6/26/2020,39,2.91
"Bay, Florida",6/27/2020,18,3.11
"Bay, Florida",6/28/2020,17,2.27
"Bay, Florida",6/29/2020,25,2.2
"Bay, Florida",6/30/2020,37,2.1
"Bay, Florida",7/1/2020,24,2.36
"Bay, Florida",7/2/2020,173,2.49
"Bay, Florida",7/3/2020,44,2.89
"Bay, Florida",7/4/2020,59,2.58
"Bay, Florida",7/5/2020,29,2.29
"Bay, Florida",7/6/2020,31,2.1
"Bay, Florida",7/7/2020,74,1.97
"Bay, Florida",7/8/2020,62,1.81
"Bay, Florida",7/9/2020,60,2.02
"Bay, Florida",7/10/2020,87,2.35
"Bay, Florida",7/11/2020,80,2.66
"Bay, Florida",7/12/2020,86,1.91
"Bay, Florida",7/13/2020,129,2
"Bay, Florida",7/14/2020,108,1.92
"Bay, Florida",7/15/2020,93,2.06
"Bay, Florida",7/16/2020,79,2.06
"Bay, Florida",7/17/2020,135,2.52
"Bay, Florida",7/18/2020,115,2.81
"Bay, Florida",7/19/2020,148,1.94
"Bay, Florida",7/20/2020,105,1.97
"Bay, Florida",7/21/2020,90,1.92
"Bay, Florida",7/22/2020,74,1.99
"Bay, Florida",7/23/2020,87,2.2
"Bay, Florida",7/24/2020,121,2.57
"Bay, Florida",7/25/2020,385,2.8
"Bay, Florida",7/26/2020,110,1.71
"Bay, Florida",7/27/2020,54,1.72
"Bay, Florida",7/28/2020,120,1.73
"Bay, Florida",7/29/2020,111,1.6
"Bay, Florida",7/30/2020,100,1.88
"Bay, Florida",7/31/2020,118,2.21
"Bay, Florida",8/1/2020,145,2.49
"Bay, Florida",8/2/2020,53,1.69
"Bay, Florida",8/3/2020,28,1.66
"Bay, Florida",8/4/2020,220,1.54
"Bay, Florida",8/5/2020,67,1.57
"Bay, Florida",8/6/2020,89,1.73
"Bay, Florida",8/7/2020,117,2.12
"Bay, Florida",8/8/2020,194,2.28
"Bay, Florida",8/9/2020,52,1.52
"Bay, Florida",8/10/2020,7,1.33
"Bay, Florida",8/11/2020,76,1.17
"Bay, Florida",8/12/2020,28,1.24
"Bay, Florida",8/13/2020,93,1.36
"Bay, Florida",8/14/2020,76,1.7
"Bay, Florida",8/15/2020,67,1.77
"Bay, Florida",8/16/2020,34,1.19
"Bay, Florida",8/17/2020,15,1.08
"Bay, Florida",8/18/2020,50,1.03
"Bay, Florida",8/19/2020,52,0.99
"Bay, Florida",8/20/2020,65,1.06
"Bay, Florida",8/21/2020,55,1.36
"Bay, Florida",8/22/2020,62,1.41
"Bay, Florida",8/23/2020,24,0.84
"Bay, Florida",8/24/2020,37,0.66
"Bay, Florida",8/25/2020,14,0.62
"Bay, Florida",8/26/2020,42,0.72
"Bay, Florida",8/27/2020,52,0.83
"Bay, Florida",8/28/2020,26,1.13
"Bay, Florida",8/29/2020,26,1.04
"Bay, Florida",8/30/2020,14,0.54
"Bay, Florida",8/31/2020,8,0.66
"Bay, Florida",9/1/2020,36,0.69
"Bay, Florida",9/2/2020,18,0.76
"Bay, Florida",9/3/2020,38,1.01
"Bay, Florida",9/4/2020,18,1.93
"Bay, Florida",9/5/2020,18,2.52
"Bay, Florida",9/6/2020,19,2.08
"Bay, Florida",9/7/2020,12,1.73
"Bay, Florida",9/8/2020,12,0.95
"Bay, Florida",9/9/2020,,0.89
"Bay, Florida",9/10/2020,,1.05
"Bay, Florida",9/11/2020,,1.52
"Bay, Florida",9/12/2020,,1.54
"Bay, Florida",9/13/2020,,0.85
"Beaufort, North Carolina",3/7/2020,,0.43
"Beaufort, North Carolina",3/8/2020,,0.05
"Beaufort, North Carolina",3/9/2020,,0.23
"Beaufort, North Carolina",3/10/2020,,0.24
"Beaufort, North Carolina",3/11/2020,,0.24
"Beaufort, North Carolina",3/12/2020,,0.21
"Beaufort, North Carolina",3/13/2020,,0.33
"Beaufort, North Carolina",3/14/2020,,0.38
